name,state,district,category,lat,lng,image_url,image_attribution,source
Atharnulla Bridge,Odisha,Puri,,19.8,85.833333,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Varahi Temple,Odisha,Puri,Temple,20.066667,86.1,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Monuments of the Black Pagoda,Odisha,Puri,,19.883333,86.1,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Anantesvara Mahadev Temple,Odisha,Cuttack,Temple,20.433333,86.15,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kapilesvara Mahadeva Temple,Odisha,Cuttack,Temple,20.902674,85.629082,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Annakotesvara temple,Odisha,Dhenkanal,Temple,20.809282,85.658661,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Chandrasekhara Temple and group of Monuments & Ancient Steps,Odisha,Dhenkanal,Temple,20.682119,85.762909,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bhringesvara Mahadeva Temple,Odisha,Angul,Temple,21.214521,85.043671,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ananta Sayi Vishnu,Odisha,Dhenkanal,Temple,20.928873,85.247368,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kanakesvara Mahadeva Temple and Group of Temples,Odisha,Dhenkanal,Temple,20.948565,85.297943,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient site at Baneswaranasi,Odisha,Cuttack,,20.394981,85.142143,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Simhanatha Mahadeva temple,Odisha,Cuttack,Temple,20.370783,85.378433,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Durga Temple,Odisha,Cuttack,Temple,20.356531,85.394264,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mahimamani Deva temple,Odisha,Cuttack,Temple,20.352585,85.518814,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Ancient monuments of Barabati Fortress and the ruins & remains of  all ancient edifices, gateways etc.",Odisha,Cuttack,,20.484783,85.864365,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Churangarh Fort locally known as Sarangarh,Odisha,"Cuttack 
&
Khurda",Fort,20.420906,85.811157,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ramesvara temple,Odisha,Khurda,Temple,20.253607,85.835297,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Nabakesvara temple,Odisha,Khurda,Temple,20.245882,85.838928,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Parasuramesvara temple,Odisha,Khurda,Temple,20.243011,85.839516,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Siddhesvara temple,Odisha,Khurda,Temple,20.2428,85.840218,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Muktesvara temple with its minor shrines but excluding the Marichi Kunda,Odisha,Khurda,Temple,20.24263,85.840614,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rajarani temple,Odisha,Khurda,Temple,20.243975,85.843613,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Param Guru temple,Odisha,Khurda,Temple,20.242613,85.832405,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Vaital Deul,Odisha,Khurda,,20.242428,85.832382,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Markandesvara temple,Odisha,Khurda,Temple,20.241011,85.833611,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ananta Basudeva temple,Odisha,Khurda,Temple,20.240604,85.835762,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bakresvara temple,Odisha,Khurda,Temple,20.240677,85.831497,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jambesvara temple,Odisha,Khurda,Temple,20.240349,85.831512,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Makaresvara temple,Odisha,Khurda,Temple,20.239832,85.832527,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mitresvara temple with all minor temples in the compound,Odisha,Khurda,Temple,20.239779,85.832909,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Papanasini tank,Odisha,Khurda,,20.239477,85.832932,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Chitrakarini temple,Odisha,Khurda,Temple,20.239365,85.833435,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sari temple No.1,Odisha,Khurda,Temple,20.239836,85.834343,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Lord Lingaraja temple with all minor temples in the compound,Odisha,Khurda,Temple,20.238407,85.833694,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sahasralinga tank,Odisha,Khurda,,20.238531,85.835236,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient remains inside and outside the  ramparts,Odisha,Khurda,,20.226395,85.851814,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Chausathi Yogini temple known as Mahamaya temple,Odisha,Khurda,Temple,20.224882,85.878647,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Asokan rock edict and sculpture of elephant,Odisha,Khurda,,20.191429,85.839645,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Asokan rock edict and sculpture of elephant,Odisha,Khurda,,20.189409,85.84185,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bhubanesvara Mahadeva temple,Odisha,Ganjam,Temple,20.313211,86.074394,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Udayagiri  and Khandagiri Caves,Odisha,Khurda,,20.261814,85.783195,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Udayagiri  and Khandagiri Caves,Odisha,Khurda,,20.26351,85.787781,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Varahi temple,Odisha,Puri,Temple,20.058292,86.118423,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"(Sun temple) Ancient monuments of the Black Pagoda and the ruins and remains of all ancient edifies, images, structures, basements, pillars, carvings, walls, gateways etc.",Odisha,Puri,Temple,19.887939,86.094894,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bridge of eighteen openings over the Madhupur stream known as Atharnulla Bridge,Odisha,Puri,,19.819786,85.831711,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jagannatha temple,Odisha,Mayurbhanj,Temple,19.804876,85.818001,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Daksha Prajapati temple,Odisha,Khurda,Temple,19.779142,85.170441,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Asokan Rock-edict,Odisha,Ganjam,,19.522234,84.830849,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Site Asurgarh fort,Odisha,Jharsuguda,Fort,20.081766,83.35228,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Hill containing many valuable sculptures, images and inscriptions etc.",Odisha,Jajpur,,20.643965,86.269295,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dharma Mahakal temple,Odisha,Jajpur,Temple,20.642572,86.336617,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ruins of ancient Fort,Odisha,Mayurbhanj,Fort,21.804842,86.715401,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Temples of Nila-Madhava  and Siddhesvara,Odisha,Boudh,,20.875322,84.20507,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Chausathi Yogini Temple together with three minor Shrines,Odisha,Balangir,Temple,20.28294,82.964035,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Buddhist site,Odisha,Jajpur,,20.718626,86.190689,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ruins of Buddhist Temples & Images,Odisha,Cuttack,,20.589754,86.251404,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Pancha Pandava Temple,Odisha,Cuttack,Temple,20.582853,86.072746,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bhaskaresvara temple,Odisha,Keonjhar,Temple,20.244576,85.852959,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Maghesvara temple with its minor shrine,Odisha,Khurda,Temple,20.243465,85.8563,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Varahanatha temple,Odisha,Jajpur,Temple,20.858374,86.335556,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Monolith called Chandeswar pillar,Odisha,Jajpur,,20.838808,86.338074,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Jagannatha temple including Muktesvara Snana Bedi, Bhogasala and compound wall",Odisha,Jajpur,Temple,20.855324,86.336235,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Hill containing many valuable sculptures and images,Odisha,Jajpur,,20.852554,86.328644,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Maharatta Bridge locally known as Atharnulla and also known as Tentulimala Bridge,Odisha,Jajpur,,20.837854,86.336365,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Trilochanesvara temple,Odisha,Jajpur,Temple,20.828993,86.33976,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Brahmesvara temple,Odisha,Khurda,Temple,20.23955,85.851715,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Paschima Somanatha, Bhubanesvara and Kapilesvara temples",Odisha,Boudh,,20.844315,84.316025,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dharma Mahakal temple,Odisha,Jajpur,Temple,20.641058,86.334724,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bhima temple,Odisha,Dhenkanal,Temple,18.967175,84.36544,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kunti temple,Odisha,Gajapati,Temple,18.967178,84.3655,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jagadisvaraswamy temple,Odisha,Ganjam,Temple,19.820222,84.823453,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Three colossal Matrika images (Chamunda, Indrani, Varahi)",Odisha,Jagatsinghpur,,20.313289,86.074394,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Four Buddhist images,Odisha,Jajpur,,20.852542,86.328614,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rock-Inscription,Odisha,Jajpur,,20.858453,86.335525,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Paintings on the rock locally known as Ravana Chhaya and other ancient monuments and remains,Odisha,Kalahandi,,20.081897,83.352197,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sisiresvara temple,Odisha,Khurda,Temple,20.239922,85.834361,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Small rock-cut cell with a niche and inscription of Santikaradeva,Odisha,Khurda,,20.189525,85.842622,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Prehistoric Site,Odisha,Khurda,,20.243489,85.843481,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Buddhist  Caves,Maharashtra,Kolhapur,,16.791014,74.191222,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Panhala Fort i) Ambarkhana   ii) Andra Vav  iii) Dharma kothi,  iv) Naikinicha Sajja v) Teen Darwaj vi) Wagh Darwaja, vii) Tatbandi together with bastions",Maharashtra,Kolhapur,Fort,16.808878,74.109178,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kopeswar Temple,Maharashtra,Kolhapur,Temple,16.615935,74.685444,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Akhnoor Fort,Jammu and Kashmir,Jammu,Fort,32.896038,74.740058,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Remains of ancient site (Pambaran),Jammu and Kashmir,Jammu,,32.903681,74.763328,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Temple (Hari Hara),Jammu and Kashmir,Kathua,Temple,32.613478,75.603337,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Devi Riding on a Lion,Jammu and Kashmir,Kathua,Temple,32.493969,75.803753,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sitala Devi Temple,Jammu and Kashmir,Kathua,Temple,32.4926,75.800956,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Vishvara Cave Temple,Jammu and Kashmir,Kathua,Temple,32.493278,75.802367,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Trilochan Nath Temple,Jammu and Kashmir,Kathua,Temple,32.496373,75.799462,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Devi Bhagwati,Jammu and Kashmir,Udhampur,Temple,32.756344,75.149919,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dera Babour,Jammu and Kashmir,Udhampur,,32.752894,75.150029,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kala Dera I & II,Jammu and Kashmir,Udhampur,,32.753562,75.145632,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Temple Nand Babour,Jammu and Kashmir,Udhampur,Temple,32.75124,75.141707,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Group of Temples,Jammu and Kashmir,Udhampur,,32.964734,75.119687,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Fort attributed to Raja Suchet Singh and Samadhi of Queen of Raja Suchet Singh,Jammu and Kashmir,Udhampur,Fort,32.80718,75.314883,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Palaces attributed to Raja Suchet Singh,Jammu and Kashmir,Udhampur,,32.807337,75.314047,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Old Portuguese Churches, Watch Tower and Caves",Maharashtra,Mumbai Suburban,,19.243033,72.852852,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Caves,Maharashtra,Mumbai Suburban,,19.245111,72.853225,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jogeswari Caves,Maharashtra,Mumbai Suburban,,19.138842,72.857086,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Caves,Maharashtra,Mumbai Suburban,,19.130735,72.873884,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Buddhist Caves,Maharashtra,Mumbai Suburban,,19.206565,72.906319,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Monolithic bas relief depicting seven manifestations of Siva locally known as Baradeva.,Maharashtra,Mumbai,,19.000669,72.84736,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Whole Hill fort of Sion together with all ancient Portuguese remains of buildings,Maharashtra,Mumbai,Fort,19.046622,72.867659,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Portuguese monastery over the caves and large watch tower on the adjoining hill at Mandapeshwar,Maharashtra,Mumbai Suburban,,19.245101,72.853361,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fort,Maharashtra,Palghar,Fort,19.465606,72.732336,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Small Dargah Habshi Gumbaz (near Junnar),Maharashtra,Pune,Monument / Tomb,19.196356,73.897867,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cave Temples & Inscriptions,Maharashtra,Pune,,18.729222,73.481268,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Caves and inscription at the Nana Pass,Maharashtra,Pune,,19.292083,73.675102,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fort of Shivner,Maharashtra,Pune,Fort,19.196643,73.859001,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Habshi Gumbaz,Maharashtra,Pune,,19.196135,73.898427,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cave Temples & Inscriptions,Maharashtra,Pune,,18.783132,73.470384,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dilawar Khanâs Musjid,Maharashtra,Pune,,18.854839,73.884494,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dilawarkhanâs Tomb,Maharashtra,Pune,Monument / Tomb,18.854911,73.885108,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fort,Maharashtra,Pune,Fort,18.709861,73.476408,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bhuleshwar Mahadeo Temple,Maharashtra,Pune,Temple,18.435982,74.24114,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Cave Temple of Bhamburda (Pataleshwar),Maharashtra,Pune,Temple,18.52695,73.849725,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old citadel known as Shanwar Wada,Maharashtra,Pune,,18.519408,73.855414,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fort,Maharashtra,Pune,Fort,18.830597,73.395039,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fort,Maharashtra,Pune,Fort,18.721733,73.490167,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Agakhan Palace Building,Maharashtra,Pune,Palace / Haveli,18.552403,73.901522,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Kolaba Fort Containing -1) The Sarja Kot,  2) The North Causeway 3) The Manik Chawda, 4) The South *",Maharashtra,Raigad,Fort,18.634281,72.864169,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Birwadi Fort on a broken range of varying 1,700 to 900 feet in height.",Maharashtra,Raigad,Fort,18.424461,73.041311,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Chandragad,Maharashtra,Raigad,,18.001556,73.619171,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Elephanta Caves,Maharashtra,Raigad,,18.963139,72.931433,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ghereagad or Surgad  Fort,Maharashtra,Raigad,Fort,18.454174,73.226357,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Buddhist cave,Maharashtra,Raigad,,18.466927,73.297346,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
An old Fort row in a dilapidated condition. Contains a temple of the God Kangorrmal; two tanks.,Maharashtra,Raigad,Fort,18.051283,73.579066,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Caves,Maharashtra,Raigad,,18.071342,73.432261,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Jesuit Monastery,Maharashtra,Raigad,,18.54882,72.927429,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Caves situated in Survey No. 86  & No. 49 of the Village of Kol,Maharashtra,Raigad,,18.06654,73.429102,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old Fort,Maharashtra,Raigad,Fort,18.536085,72.9081,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Awchitgad,Maharashtra,Raigad,,18.474332,73.118151,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Caves,Maharashtra,Raigad,,18.285413,73.073033,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kasa (Kamsa) fort,Maharashtra,Raigad,Fort,18.322064,72.93268,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Nagothna Bridge,Maharashtra,Raigad,,18.538817,73.133284,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jijamataâs Samadhi consisting of 4 towers each.,Maharashtra,Raigad,,18.243828,73.414669,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jijamataâs wada comprising four dilapated houses & three wells surrounded by a stone wall.,Maharashtra,Raigad,,18.236627,73.41727,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Caves,Maharashtra,Raigad,,18.086732,73.404171,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kotali Fort with  two iron guns and one bronze gun,Maharashtra,Raigad,Fort,18.992096,73.512403,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Janjira Fort,Maharashtra,Raigad,Fort,18.299846,72.96469,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tombs  at Khokari Najik Ghumaj (Khokari Ghumai),Maharashtra,Raigad,,18.301681,72.980952,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fort of Raygad,Maharashtra,Raigad,Fort,18.235352,73.445463,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tala Fort,Maharashtra,Raigad,Fort,18.292475,73.135553,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Suvarnadurg  Fort,Maharashtra,Ratnagiri,Fort,17.816874,73.084448,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jaygad Fort,Maharashtra,Ratnagiri,Fort,17.302115,73.220903,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Muhammad Tughlakâs Mosque,Maharashtra,Sangli,,17.260442,74.715426,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jhabareshwar Mahadeo temple,Maharashtra,Satara,Temple,17.990161,74.430334,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Pantaâs  Kot or Got open space,Maharashtra,Satara,,17.292733,74.176617,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Buddhist Caves,Maharashtra,Satara,,17.235519,74.152553,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Vijayadurg Fort,Maharashtra,Sindhudurg,Fort,16.560967,73.333131,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Begami,Maharashtra,Sholapur,Monument / Tomb,17.563781,75.569859,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Aurangzebâs Fort,Maharashtra,Sholapur,Fort,17.568042,75.561364,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old temple of Shri Sidheshwar (enclosed in a paved court),Maharashtra,Sholapur,Temple,17.564636,75.559269,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Covered colonnade (to the south of the well),Maharashtra,Sholapur,,17.870502,75.093202,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Hemadpanti temple of  Mahadeo,Maharashtra,Sholapur,Temple,17.870456,75.093086,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Hemadpanti  temple of Vithoba,Maharashtra,Sholapur,Temple,17.870362,75.094453,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Hemadpanti well,Maharashtra,Sholapur,,17.870591,75.09324,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mahadeo stones,Maharashtra,Sholapur,,17.870772,75.093163,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
